Field ID,Fertiliser production (kgC02eq/ha),Field N20 from fertiliser (kgC02eq/ha),Pesticide (kgC02eq/ha),C stock changes (kgC02eq/ha),Field energy use (kgC02eq/ha),Total (kgC02eq/ha)
CWW_n_h_LD-LR_4,1345.142857,2890.099252,189.3954,0,62.98523642,4487.622746
CWW_n_h_LD-LR_5,1345.142857,2890.099252,189.3954,0,62.98523642,4487.622746
CWW_n_h_LD-LR_6,1345.142857,2890.099252,189.3954,0,62.98523642,4487.622746
CWW_n_m_HD-HR_1,1345.142857,1976.656534,218.9154,0,92.68608816,3633.40088
CWW_n_m_HD-HR_2,1345.142857,1976.656534,218.9154,0,59.35090104,3600.065692
CWW_n_m_HD-HR_3,1345.142857,1976.656534,218.9154,0,59.35090104,3600.065692
CWW_n_m_HD-HR_4,1345.142857,1976.656534,218.9154,0,59.35090104,3600.065692
CWW_n_m_HD-HR_5,1345.142857,1976.656534,218.9154,0,59.35090104,3600.065692
CWW_n_m_HD-HR_6,1345.142857,1976.656534,218.9154,0,59.35090104,3600.065692
CWW_n_m_LD-HR_1,1345.142857,1976.656534,189.3954,0,92.68608816,3603.88088
CWW_n_m_LD-HR_2,1345.142857,1976.656534,189.3954,0,59.35090104,3570.545692
CWW_n_m_LD-HR_3,1345.142857,1976.656534,189.3954,0,59.35090104,3570.545692
CWW_n_m_LD-HR_4,1345.142857,1976.656534,189.3954,0,59.35090104,3570.545692
CWW_n_m_LD-HR_5,1345.142857,1976.656534,189.3954,0,59.35090104,3570.545692
CWW_n_m_LD-HR_6,1345.142857,1976.656534,189.3954,0,59.35090104,3570.545692
CWW_n_m_LD-LR_1,1345.142857,1976.656534,189.3954,0,92.68608816,3603.88088
CWW_n_m_LD-LR_2,1345.142857,1976.656534,189.3954,0,59.35090104,3570.545692
CWW_n_m_LD-LR_3,1345.142857,1976.656534,189.3954,0,59.35090104,3570.545692
CWW_n_m_LD-LR_4,1345.142857,1976.656534,189.3954,0,59.35090104,3570.545692
CWW_n_m_LD-LR_5,1345.142857,1976.656534,189.3954,0,59.35090104,3570.545692
CWW_n_m_LD-LR_6,1345.142857,1976.656534,189.3954,0,59.35090104,3570.545692
CWW_n_l_HD-HR_1,1161.714286,2406.494278,218.9154,0,75.76050895,3862.884473
CWW_n_l_HD-HR_2,1161.714286,2406.494278,218.9154,0,55.71656567,3842.84053
CWW_n_l_HD-HR_3,1161.714286,2406.494278,218.9154,0,55.71656567,3842.84053
CWW_n_l_HD-HR_4,1161.714286,2406.494278,218.9154,0,55.71656567,3842.84053
CWW_n_l_HD-HR_5,1161.714286,2406.494278,218.9154,0,55.71656567,3842.84053
CWW_n_l_HD-HR_6,1161.714286,2406.494278,218.9154,0,55.71656567,3842.84053
CWW_n_l_LD-HR_1,1161.714286,2406.494278,189.3954,0,75.76050895,3833.364473
CWW_n_l_LD-HR_2,1161.714286,2406.494278,189.3954,0,55.71656567,3813.32053
CWW_n_l_LD-HR_3,1161.714286,2406.494278,189.3954,0,55.71656567,3813.32053
CWW_n_l_LD-HR_4,1161.714286,2406.494278,189.3954,0,55.71656567,3813.32053
CWW_n_l_LD-HR_5,1161.714286,2406.494278,189.3954,0,55.71656567,3813.32053
CWW_n_l_LD-HR_6,1161.714286,2406.494278,189.3954,0,55.71656567,3813.32053
CWW_n_l_LD-LR_1,1161.714286,2406.494278,189.3954,0,75.76050895,3833.364473
CWW_n_l_LD-LR_2,1161.714286,2406.494278,189.3954,0,55.71656567,3813.32053
CWW_n_l_LD-LR_3,1161.714286,2406.494278,189.3954,0,55.71656567,3813.32053
CWW_n_l_LD-LR_4,1161.714286,2406.494278,189.3954,0,55.71656567,3813.32053
CWW_n_l_LD-LR_5,1161.714286,2406.494278,189.3954,0,55.71656567,3813.32053
CWW_n_l_LD-LR_6,1161.714286,2406.494278,189.3954,0,55.71656567,3813.32053
CWW_c_h_HD-HR_1,1345.142857,2890.099252,218.9154,0,109.6116674,4563.769177
CWW_c_h_HD-HR_2,1345.142857,2890.099252,218.9154,0,62.98523642,4517.142746
CWW_c_h_HD-HR_3,1345.142857,2890.099252,218.9154,0,62.98523642,4517.142746
CWW_c_h_HD-HR_4,1345.142857,2890.099252,218.9154,0,62.98523642,4517.142746
CWW_c_h_HD-HR_5,1345.142857,2890.099252,218.9154,0,62.98523642,4517.142746
CWW_c_h_HD-HR_6,1345.142857,2890.099252,218.9154,0,62.98523642,4517.142746
CWW_c_h_LD-HR_1,1345.142857,2890.099252,189.3954,0,109.6116674,4534.249177
CWW_c_h_LD-HR_2,1345.142857,2890.099252,189.3954,0,62.98523642,4487.622746
CWW_c_h_LD-HR_3,1345.142857,2890.099252,189.3954,0,62.98523642,4487.622746
CWW_c_h_LD-HR_4,1345.142857,2890.099252,189.3954,0,62.98523642,4487.622746
CWW_c_h_LD-HR_5,1345.142857,2890.099252,189.3954,0,62.98523642,4487.622746
CWW_c_h_LD-HR_6,1345.142857,2890.099252,189.3954,0,62.98523642,4487.622746
CWW_c_h_LD-LR_1,1345.142857,2890.099252,189.3954,0,109.6116674,4534.249177
CWW_c_h_LD-LR_2,1345.142857,2890.099252,189.3954,0,62.98523642,4487.622746
CWW_c_h_LD-LR_3,1345.142857,2890.099252,189.3954,0,62.98523642,4487.622746
CWW_c_h_LD-LR_4,1345.142857,2890.099252,189.3954,0,62.98523642,4487.622746
CWW_c_h_LD-LR_5,1345.142857,2890.099252,189.3954,0,62.98523642,4487.622746
CWW_c_h_LD-LR_6,1345.142857,2890.099252,189.3954,0,62.98523642,4487.622746
CWW_c_m_HD-HR_1,1345.142857,1976.656534,218.9154,0,92.68608816,3633.40088
CWW_c_m_HD-HR_2,1345.142857,1976.656534,218.9154,0,59.35090104,3600.065692
CWW_c_m_HD-HR_3,1345.142857,1976.656534,218.9154,0,59.35090104,3600.065692
CWW_c_m_HD-HR_4,1345.142857,1976.656534,218.9154,0,59.35090104,3600.065692
CWW_c_m_HD-HR_5,1345.142857,1976.656534,218.9154,0,59.35090104,3600.065692
CWW_c_m_HD-HR_6,1345.142857,1976.656534,218.9154,0,59.35090104,3600.065692
CWW_c_m_LD-HR_1,1345.142857,1976.656534,189.3954,0,92.68608816,3603.88088
CWW_c_m_LD-HR_2,1345.142857,1976.656534,189.3954,0,59.35090104,3570.545692
CWW_c_m_LD-HR_3,1345.142857,1976.656534,189.3954,0,59.35090104,3570.545692
CWW_c_m_LD-HR_4,1345.142857,1976.656534,189.3954,0,59.35090104,3570.545692
CWW_c_m_LD-HR_5,1345.142857,1976.656534,189.3954,0,59.35090104,3570.545692
CWW_c_m_LD-HR_6,1345.142857,1976.656534,189.3954,0,59.35090104,3570.545692
CWW_c_m_LD-LR_1,1345.142857,1976.656534,189.3954,0,92.68608816,3603.88088
CWW_c_m_LD-LR_2,1345.142857,1976.656534,189.3954,0,59.35090104,3570.545692
CWW_c_m_LD-LR_3,1345.142857,1976.656534,189.3954,0,59.35090104,3570.545692
CWW_c_m_LD-LR_4,1345.142857,1976.656534,189.3954,0,59.35090104,3570.545692
CWW_c_m_LD-LR_5,1345.142857,1976.656534,189.3954,0,59.35090104,3570.545692
CWW_c_m_LD-LR_6,1345.142857,1976.656534,189.3954,0,59.35090104,3570.545692
CWW_c_l_HD-HR_1,1161.714286,2406.494278,218.9154,0,75.76050895,3862.884473
CWW_c_l_HD-HR_2,1161.714286,2406.494278,218.9154,0,55.71656567,3842.84053
CWW_c_l_HD-HR_3,1161.714286,2406.494278,218.9154,0,55.71656567,3842.84053
CWW_c_l_HD-HR_4,1161.714286,2406.494278,218.9154,0,55.71656567,3842.84053
CWW_c_l_HD-HR_5,1161.714286,2406.494278,218.9154,0,55.71656567,3842.84053
CWW_c_l_HD-HR_6,1161.714286,2406.494278,218.9154,0,55.71656567,3842.84053
CWW_c_l_LD-HR_1,1161.714286,2406.494278,189.3954,0,75.76050895,3833.364473
CWW_c_l_LD-HR_2,1161.714286,2406.494278,189.3954,0,55.71656567,3813.32053
CWW_c_l_LD-HR_3,1161.714286,2406.494278,189.3954,0,55.71656567,3813.32053
CWW_c_l_LD-HR_4,1161.714286,2406.494278,189.3954,0,55.71656567,3813.32053
CWW_c_l_LD-HR_5,1161.714286,2406.494278,189.3954,0,55.71656567,3813.32053
CWW_c_l_LD-HR_6,1161.714286,2406.494278,189.3954,0,55.71656567,3813.32053
CWW_c_l_LD-LR_1,1161.714286,2406.494278,189.3954,0,75.76050895,3833.364473
CWW_c_l_LD-LR_2,1161.714286,2406.494278,189.3954,0,55.71656567,3813.32053
CWW_c_l_LD-LR_3,1161.714286,2406.494278,189.3954,0,55.71656567,3813.32053
CWW_c_l_LD-LR_4,1161.714286,2406.494278,189.3954,0,55.71656567,3813.32053
CWW_c_l_LD-LR_5,1161.714286,2406.494278,189.3954,0,55.71656567,3813.32053
CWW_c_l_LD-LR_6,1161.714286,2406.494278,189.3954,0,55.71656567,3813.32053
CWW_e_h_HD-HR_1,1345.142857,2890.099252,218.9154,0,109.6116674,4563.769177
CWW_e_h_HD-HR_2,1345.142857,2890.099252,218.9154,0,62.98523642,4517.142746
CWW_e_h_HD-HR_3,1345.142857,2890.099252,218.9154,0,62.98523642,4517.142746
CWW_e_h_HD-HR_4,1345.142857,2890.099252,218.9154,0,62.98523642,4517.142746
CWW_e_h_HD-HR_5,1345.142857,2890.099252,218.9154,0,62.98523642,4517.142746
CWW_e_h_HD-HR_6,1345.142857,2890.099252,218.9154,0,62.98523642,4517.142746
CWW_e_h_LD-HR_1,1345.142857,2890.099252,189.3954,0,109.6116674,4534.249177
CWW_e_h_LD-HR_2,1345.142857,2890.099252,189.3954,0,62.98523642,4487.622746
CWW_e_h_LD-HR_3,1345.142857,2890.099252,189.3954,0,62.98523642,4487.622746
CWW_e_h_LD-HR_4,1345.142857,2890.099252,189.3954,0,62.98523642,4487.622746
CWW_e_h_LD-HR_5,1345.142857,2890.099252,189.3954,0,62.98523642,4487.622746
CWW_e_h_LD-HR_6,1345.142857,2890.099252,189.3954,0,62.98523642,4487.622746
CWW_e_h_LD-LR_1,1345.142857,2890.099252,189.3954,0,109.6116674,4534.249177
CWW_e_h_LD-LR_2,1345.142857,2890.099252,189.3954,0,62.98523642,4487.622746
